IncidentID,DateKey,EmployeeID,EquipmentID,IncidentType,Severity,Area,LostTimeHours
782,20190617,1797,35,Environmental Release,High,Process Area B,18
783,20210726,1338,147,Medical Treatment Case,Medium,Flare Area,252
784,20220909,1187,303,Process Leak,High,Admin Block,88
785,20200329,2877,181,Spill,Medium,Control Room,446
786,20190724,2454,107,Process Leak,High,Process Area B,148
787,20191204,1479,140,Process Leak,High,Process Area A,30
788,20240324,2642,27,Fire,Critical,Storage Area,460
789,20240610,2491,291,Equipment Damage,Medium,Process Area A,2
790,20190714,2119,107,Lost Time Injury,High,Process Area B,343
791,20220416,1728,185,Fire,Critical,Process Area B,229
792,20240207,2727,119,Equipment Damage,Medium,Utilities Area,161
793,20191031,1521,26,First Aid Case,Low,Utilities Area,0
794,20230719,2913,228,Equipment Damage,Medium,Marine Jetty,333
795,20210310,87,216,Process Leak,High,Marine Jetty,342
796,20220601,2363,259,Equipment Damage,Medium,Process Area A,115
797,20200612,1517,150,Contractor Incident,Medium,Admin Block,180
798,20230701,2941,133,Lost Time Injury,High,Process Area A,392
799,20201207,1077,114,Lost Time Injury,High,Utilities Area,455
800,20240225,474,299,Environmental Release,High,Process Area B,435
801,20201231,2021,130,First Aid Case,Low,Process Area A,0
802,20210621,1868,161,Lost Time Injury,High,Storage Area,262
803,20240229,1969,228,Near Miss,Low,Storage Area,0
804,20210713,579,74,Environmental Release,High,Flare Area,135
805,20240508,2123,192,Process Leak,High,Workshop,411
806,20190104,2985,230,Equipment Damage,Medium,Admin Block,367
807,20220422,2533,304,Process Leak,High,Storage Area,344
808,20190328,527,91,Lost Time Injury,High,Utilities Area,342
809,20220804,550,1,Spill,Medium,Utilities Area,43
810,20200308,719,10,Spill,Medium,Process Area B,245
811,20210809,474,117,Environmental Release,High,Workshop,172
812,20230425,224,162,Lost Time Injury,High,Workshop,126
813,20190227,1263,247,Near Miss,Low,Flare Area,0
814,20190429,2638,147,First Aid Case,Low,Flare Area,0
815,20191114,73,18,Equipment Damage,Medium,Storage Area,337
816,20230817,201,137,Lost Time Injury,High,Control Room,406
817,20240423,206,251,Process Leak,High,Storage Area,319
818,20220123,2681,172,Lost Time Injury,High,Process Area B,217
819,20240826,2311,148,Environmental Release,High,Utilities Area,311
820,20221014,2554,146,Process Leak,High,Flare Area,191
821,20230316,2468,57,Near Miss,Low,Utilities Area,0
822,20200327,482,138,Spill,Medium,Utilities Area,267
823,20190817,2076,101,Equipment Damage,Medium,Flare Area,215
824,20190419,1777,3,Contractor Incident,Medium,Control Room,480
825,20211007,1707,321,Equipment Damage,Medium,Process Area A,232
826,20210311,2164,329,Spill,Medium,Utilities Area,247
827,20231221,1842,211,Medical Treatment Case,Medium,Utilities Area,304
828,20201019,1515,4,Medical Treatment Case,Medium,Process Area A,0
829,20201106,2380,139,Medical Treatment Case,Medium,Control Room,450
830,20231030,2516,80,Spill,Medium,Storage Area,357
831,20210827,2525,233,Fire,Critical,Marine Jetty,284
832,20211030,411,296,Lost Time Injury,High,Utilities Area,443
833,20200504,2673,256,First Aid Case,Low,Process Area A,0
834,20241011,1182,278,Medical Treatment Case,Medium,Process Area B,325
835,20200727,1355,85,Process Leak,High,Workshop,318
836,20200514,463,236,First Aid Case,Low,Workshop,0
837,20191220,2334,98,Near Miss,Low,Process Area B,0
838,20210721,1026,87,Contractor Incident,Medium,Process Area B,150
839,20231006,867,135,Near Miss,Low,Process Area B,0
840,20200208,8,40,Near Miss,Low,Workshop,0
841,20211012,443,181,First Aid Case,Low,Flare Area,0
842,20210525,2913,142,Medical Treatment Case,Medium,Admin Block,82
843,20221101,442,124,Lost Time Injury,High,Flare Area,61
844,20200509,1987,71,First Aid Case,Low,Storage Area,0
845,20220313,2776,22,First Aid Case,Low,Flare Area,0
846,20210724,436,4,Equipment Damage,Medium,Workshop,348
847,20210102,338,145,Lost Time Injury,High,Flare Area,90
848,20191021,2306,334,Lost Time Injury,High,Admin Block,253
849,20230930,305,185,Near Miss,Low,Admin Block,0
850,20231021,1567,176,Equipment Damage,Medium,Workshop,479
851,20220106,2909,158,Spill,Medium,Process Area A,423
852,20220721,2238,328,Fire,Critical,Utilities Area,113
853,20200509,882,46,Fire,Critical,Utilities Area,386
854,20220728,948,307,Lost Time Injury,High,Storage Area,352
855,20210810,1820,107,Lost Time Injury,High,Control Room,38
856,20230425,2291,221,Medical Treatment Case,Medium,Workshop,46
857,20211029,68,259,Spill,Medium,Control Room,478
858,20230427,662,162,Fire,Critical,Utilities Area,249
859,20230830,2827,259,First Aid Case,Low,Utilities Area,0
860,20190130,2257,241,Equipment Damage,Medium,Marine Jetty,69
861,20220423,2786,63,Process Leak,High,Workshop,263
862,20221212,1782,211,Lost Time Injury,High,Process Area B,431
863,20200318,371,324,Medical Treatment Case,Medium,Workshop,430
864,20240227,499,40,Contractor Incident,Medium,Workshop,429
865,20200113,839,307,Spill,Medium,Process Area A,181
866,20210628,159,122,Equipment Damage,Medium,Flare Area,326
867,20190803,193,313,Spill,Medium,Utilities Area,368
868,20230527,173,134,Lost Time Injury,High,Control Room,211
869,20221210,2292,243,Near Miss,Low,Admin Block,0
870,20241209,1268,204,Lost Time Injury,High,Admin Block,244
871,20240814,1920,306,Spill,Medium,Workshop,264
872,20241211,926,146,Fire,Critical,Process Area A,133
873,20230425,159,11,First Aid Case,Low,Admin Block,0
874,20220519,2850,186,Equipment Damage,Medium,Admin Block,261
875,20191228,455,98,Fire,Critical,Process Area A,71
876,20210605,2588,251,Lost Time Injury,High,Storage Area,478
877,20190626,294,50,Environmental Release,High,Workshop,369
878,20220602,2206,106,First Aid Case,Low,Process Area B,0
879,20231231,2519,10,Medical Treatment Case,Medium,Flare Area,346
880,20230505,1256,163,Medical Treatment Case,Medium,Flare Area,129
881,20241208,1506,330,Equipment Damage,Medium,Process Area A,275
882,20190828,2937,315,Fire,Critical,Marine Jetty,142
883,20200803,2148,326,Near Miss,Low,Control Room,0
884,20191012,2447,163,Lost Time Injury,High,Process Area A,19
885,20190718,2266,185,Environmental Release,High,Workshop,369
886,20190422,1491,75,Environmental Release,High,Storage Area,44
887,20190602,621,235,Contractor Incident,Medium,Workshop,233
888,20200919,1085,318,Environmental Release,High,Workshop,64
889,20200114,1620,151,Contractor Incident,Medium,Process Area A,433
890,20220206,1349,105,Contractor Incident,Medium,Flare Area,47
891,20200628,1333,270,Lost Time Injury,High,Marine Jetty,58
892,20201014,2056,98,Equipment Damage,Medium,Utilities Area,398
893,20231025,2152,188,Spill,Medium,Marine Jetty,377
894,20230614,1281,56,Environmental Release,High,Utilities Area,232
895,20220721,164,197,Environmental Release,High,Admin Block,102
896,20210318,1410,40,Contractor Incident,Medium,Control Room,333
897,20191202,538,289,Contractor Incident,Medium,Utilities Area,350
898,20240501,2785,33,Lost Time Injury,High,Process Area A,422
899,20190410,975,2,Near Miss,Low,Control Room,0
900,20211126,989,282,Contractor Incident,Medium,Workshop,209
901,20200505,1130,152,Environmental Release,High,Storage Area,359
902,20220710,1467,105,First Aid Case,Low,Control Room,0
903,20220517,901,149,Process Leak,High,Marine Jetty,247
904,20201202,2817,222,Process Leak,High,Utilities Area,121
905,20210318,2506,122,First Aid Case,Low,Control Room,0
906,20221220,2667,312,Medical Treatment Case,Medium,Admin Block,438
907,20200128,1901,241,Process Leak,High,Workshop,140
908,20190509,693,303,Spill,Medium,Process Area B,97
909,20231220,2274,77,Equipment Damage,Medium,Marine Jetty,91
910,20190910,2972,103,Medical Treatment Case,Medium,Admin Block,31
911,20190927,1704,76,First Aid Case,Low,Utilities Area,0
912,20220921,2370,226,Spill,Medium,Flare Area,213
913,20190905,2928,243,Medical Treatment Case,Medium,Marine Jetty,241
914,20221110,2446,291,Process Leak,High,Process Area A,86
915,20201206,1520,10,Medical Treatment Case,Medium,Workshop,256
916,20190930,2779,34,Fire,Critical,Storage Area,98
917,20210702,1109,25,Equipment Damage,Medium,Admin Block,48
918,20211220,2969,123,Process Leak,High,Process Area A,368
919,20190603,1398,269,Process Leak,High,Process Area A,279
920,20191001,35,213,Spill,Medium,Control Room,300
921,20190911,437,42,Contractor Incident,Medium,Control Room,370
922,20201123,330,312,Equipment Damage,Medium,Utilities Area,21
923,20240428,2493,221,Near Miss,Low,Control Room,0
924,20191129,2705,16,Medical Treatment Case,Medium,Workshop,26
925,20190503,2055,187,Process Leak,High,Process Area A,461
926,20191115,2384,173,Medical Treatment Case,Medium,Marine Jetty,357
927,20230123,264,259,Spill,Medium,Marine Jetty,17
928,20191020,1539,325,First Aid Case,Low,Control Room,0
929,20240810,2890,176,Process Leak,High,Storage Area,263
930,20221212,2066,11,Fire,Critical,Workshop,184
931,20190108,1425,76,Process Leak,High,Control Room,169
932,20190811,744,241,Fire,Critical,Process Area B,146
933,20190815,2992,191,Medical Treatment Case,Medium,Process Area B,255
934,20190424,1050,308,Near Miss,Low,Workshop,0
935,20211026,847,296,Lost Time Injury,High,Process Area A,404
936,20220218,578,77,Contractor Incident,Medium,Flare Area,57
937,20200606,1633,9,Equipment Damage,Medium,Flare Area,217
938,20221210,1972,143,Contractor Incident,Medium,Process Area A,209
939,20240310,2723,96,Near Miss,Low,Marine Jetty,0
940,20220326,746,22,Spill,Medium,Workshop,188
941,20200118,2528,161,Environmental Release,High,Flare Area,288
942,20210925,1860,122,Equipment Damage,Medium,Process Area B,355
943,20230114,1724,262,First Aid Case,Low,Storage Area,0
944,20220417,890,6,Equipment Damage,Medium,Marine Jetty,170
945,20220519,595,274,Process Leak,High,Process Area B,217
946,20240331,1771,121,Fire,Critical,Flare Area,159
947,20190524,1298,282,Near Miss,Low,Admin Block,0
948,20210718,590,309,Contractor Incident,Medium,Admin Block,50
949,20210506,2703,317,Lost Time Injury,High,Process Area A,228
950,20201216,2504,35,Spill,Medium,Marine Jetty,401
951,20230521,2886,285,Lost Time Injury,High,Control Room,350
952,20200420,2533,32,Spill,Medium,Utilities Area,361
953,20221122,2855,8,Equipment Damage,Medium,Control Room,420
954,20210314,827,238,Lost Time Injury,High,Marine Jetty,429
955,20211130,1001,271,Near Miss,Low,Admin Block,0
956,20240605,1718,206,Contractor Incident,Medium,Process Area B,387
957,20240809,2196,276,Lost Time Injury,High,Process Area A,101
958,20241128,905,285,Medical Treatment Case,Medium,Flare Area,268
959,20230129,1557,294,Equipment Damage,Medium,Control Room,258
960,20210910,653,120,Process Leak,High,Marine Jetty,104
961,20220602,2702,80,Lost Time Injury,High,Workshop,252
962,20201121,1368,158,Equipment Damage,Medium,Flare Area,201
963,20240507,1150,92,Contractor Incident,Medium,Workshop,391
964,20230319,2414,250,Medical Treatment Case,Medium,Process Area A,78
965,20210512,415,37,Spill,Medium,Marine Jetty,358
966,20230218,868,270,Spill,Medium,Utilities Area,51
967,20200201,2694,136,Spill,Medium,Process Area B,186
968,20220305,821,180,Near Miss,Low,Marine Jetty,0
969,20200608,607,172,Environmental Release,High,Process Area B,276
970,20190213,2928,245,Medical Treatment Case,Medium,Control Room,131
971,20210728,768,147,Fire,Critical,Workshop,404
972,20240827,2579,125,Lost Time Injury,High,Marine Jetty,395
973,20200202,1486,233,Equipment Damage,Medium,Marine Jetty,3
974,20220425,1230,136,Spill,Medium,Process Area B,52
975,20200407,101,235,Lost Time Injury,High,Storage Area,380
976,20220208,1331,322,Near Miss,Low,Process Area A,0
977,20211218,2433,189,Contractor Incident,Medium,Control Room,196
978,20210617,1563,206,Spill,Medium,Control Room,428
979,20211111,42,72,Process Leak,High,Marine Jetty,173
980,20220603,2856,18,Environmental Release,High,Control Room,458
981,20190915,2073,323,Fire,Critical,Process Area A,463
982,20191022,448,131,Near Miss,Low,Workshop,0
983,20210323,33,12,Lost Time Injury,High,Storage Area,241
984,20200708,2866,250,Medical Treatment Case,Medium,Workshop,43
985,20230927,2098,125,Near Miss,Low,Process Area A,0
986,20211030,2606,101,First Aid Case,Low,Process Area B,0
987,20200108,392,169,First Aid Case,Low,Marine Jetty,0
988,20231123,1334,133,First Aid Case,Low,Process Area B,0
989,20191204,218,122,Fire,Critical,Flare Area,40
990,20200212,2360,235,Lost Time Injury,High,Control Room,71
991,20210301,1420,249,Fire,Critical,Marine Jetty,53
992,20230311,2008,335,Environmental Release,High,Process Area A,454
993,20220805,1196,307,Contractor Incident,Medium,Admin Block,291
994,20210702,1480,77,Fire,Critical,Process Area B,181
995,20221030,2597,32,Process Leak,High,Control Room,70
996,20210928,700,269,Medical Treatment Case,Medium,Flare Area,1
997,20220616,1483,311,Spill,Medium,Flare Area,445
998,20201005,184,304,Lost Time Injury,High,Process Area B,422
999,20190405,430,43,Spill,Medium,Process Area B,355
1000,20220114,2076,187,Spill,Medium,Admin Block,321
1001,20230303,2644,272,First Aid Case,Low,Process Area B,0
1002,20240506,1890,188,Spill,Medium,Admin Block,389
1003,20190612,375,178,Medical Treatment Case,Medium,Admin Block,34
1004,20230829,35,50,Spill,Medium,Marine Jetty,173
1005,20200301,580,215,Lost Time Injury,High,Workshop,472
1006,20201205,2420,158,Contractor Incident,Medium,Process Area B,212
1007,20220822,1758,262,Contractor Incident,Medium,Storage Area,351
1008,20220202,684,15,First Aid Case,Low,Workshop,0
1009,20211016,1588,222,Medical Treatment Case,Medium,Process Area B,436
1010,20200821,1406,180,Lost Time Injury,High,Process Area A,391
1011,20230402,2776,272,First Aid Case,Low,Workshop,0
1012,20210206,2614,136,Environmental Release,High,Marine Jetty,273
1013,20221028,1734,107,Process Leak,High,Process Area A,281
1014,20240728,600,233,Equipment Damage,Medium,Process Area A,342
1015,20240823,2827,305,Equipment Damage,Medium,Workshop,156
1016,20201218,2488,118,Fire,Critical,Process Area B,276
1017,20230304,1012,51,Medical Treatment Case,Medium,Process Area B,32
1018,20200921,886,82,First Aid Case,Low,Marine Jetty,0
1019,20210805,2810,177,Fire,Critical,Flare Area,117
1020,20190823,2121,17,First Aid Case,Low,Process Area B,0
1021,20200111,784,96,Near Miss,Low,Storage Area,0
1022,20200506,530,84,Near Miss,Low,Process Area A,0
1023,20200527,227,297,Environmental Release,High,Process Area B,288
1024,20221128,793,39,Lost Time Injury,High,Process Area B,72
1025,20220703,1813,26,First Aid Case,Low,Marine Jetty,0
1026,20230419,2675,88,Spill,Medium,Flare Area,12
1027,20200503,660,154,Lost Time Injury,High,Process Area A,220
1028,20230725,853,55,Environmental Release,High,Marine Jetty,1
1029,20230312,463,326,Lost Time Injury,High,Marine Jetty,178
1030,20210910,31,322,Medical Treatment Case,Medium,Process Area B,433
1031,20210916,995,317,Equipment Damage,Medium,Control Room,323
1032,20220606,433,26,Lost Time Injury,High,Process Area A,363
1033,20211023,544,91,Medical Treatment Case,Medium,Process Area A,90
1034,20200101,1635,277,Near Miss,Low,Admin Block,0
1035,20191016,2263,176,Equipment Damage,Medium,Marine Jetty,407
1036,20220408,2649,239,Environmental Release,High,Admin Block,430
1037,20231008,2095,9,Lost Time Injury,High,Control Room,304
1038,20191024,1809,117,Fire,Critical,Storage Area,424
1039,20220731,2576,309,Near Miss,Low,Process Area B,0
1040,20190724,795,117,Contractor Incident,Medium,Admin Block,179
1041,20240116,765,206,Medical Treatment Case,Medium,Process Area B,374
1042,20240225,847,150,Environmental Release,High,Storage Area,287
1043,20220809,1253,274,Fire,Critical,Process Area A,8
1044,20191222,948,125,Medical Treatment Case,Medium,Admin Block,88
1045,20201008,2099,30,Process Leak,High,Control Room,404
1046,20210313,894,154,First Aid Case,Low,Storage Area,0
1047,20200803,603,278,Spill,Medium,Admin Block,271
1048,20200821,225,56,Contractor Incident,Medium,Storage Area,90
1049,20191025,202,264,Fire,Critical,Storage Area,240
1050,20190501,1351,62,Fire,Critical,Utilities Area,138
1051,20240610,1088,95,Lost Time Injury,High,Marine Jetty,50
1052,20230402,196,176,Environmental Release,High,Marine Jetty,20
1053,20220624,1459,291,First Aid Case,Low,Process Area B,0
1054,20230225,673,317,Spill,Medium,Admin Block,297
1055,20190711,579,253,Contractor Incident,Medium,Control Room,310
1056,20190325,972,10,Environmental Release,High,Control Room,445
1057,20240605,586,263,Contractor Incident,Medium,Control Room,256
1058,20230531,2357,210,Lost Time Injury,High,Process Area A,318
1059,20220509,1091,257,Environmental Release,High,Process Area A,300
1060,20230816,650,88,Near Miss,Low,Admin Block,0
1061,20190717,1552,7,Environmental Release,High,Marine Jetty,322
1062,20240806,709,51,First Aid Case,Low,Storage Area,0
1063,20190316,2722,154,Contractor Incident,Medium,Utilities Area,23
1064,20220106,1562,58,Process Leak,High,Control Room,307
1065,20190609,1055,129,Medical Treatment Case,Medium,Storage Area,472
1066,20220722,2382,8,Fire,Critical,Process Area A,444
1067,20220311,973,113,First Aid Case,Low,Utilities Area,0
1068,20200421,205,196,Fire,Critical,Admin Block,265
1069,20240108,2496,26,Spill,Medium,Utilities Area,221
1070,20220613,1306,307,Near Miss,Low,Process Area A,0
1071,20210403,2254,235,First Aid Case,Low,Storage Area,0
1072,20190126,2777,123,Contractor Incident,Medium,Marine Jetty,338
1073,20210625,1502,48,Equipment Damage,Medium,Marine Jetty,359
1074,20220926,1377,206,Lost Time Injury,High,Process Area B,371
1075,20230719,1596,140,Fire,Critical,Control Room,70
1076,20190419,2537,260,Process Leak,High,Process Area A,85
1077,20230614,972,288,First Aid Case,Low,Utilities Area,0
1078,20240401,1431,187,Spill,Medium,Flare Area,195
1079,20200804,463,145,Contractor Incident,Medium,Control Room,396
1080,20220510,1054,103,First Aid Case,Low,Flare Area,0
1081,20190901,2825,322,Contractor Incident,Medium,Storage Area,243
1082,20190717,1746,284,Medical Treatment Case,Medium,Control Room,114
1083,20230422,2316,103,Near Miss,Low,Marine Jetty,0
1084,20220330,2288,259,Process Leak,High,Utilities Area,220
1085,20210220,2477,115,Lost Time Injury,High,Process Area B,274
1086,20220405,1187,273,Lost Time Injury,High,Process Area B,355
1087,20221106,2288,105,Equipment Damage,Medium,Flare Area,189
1088,20220713,1502,38,First Aid Case,Low,Process Area A,0
1089,20211226,791,47,Process Leak,High,Workshop,58
1090,20220917,625,39,Contractor Incident,Medium,Workshop,276
1091,20241117,1793,289,Lost Time Injury,High,Control Room,290
1092,20240530,1309,328,Lost Time Injury,High,Flare Area,413
1093,20220104,1096,209,Near Miss,Low,Flare Area,0
1094,20240523,483,309,Contractor Incident,Medium,Process Area A,247
1095,20220324,2476,80,Fire,Critical,Process Area B,155
1096,20240711,1232,305,Process Leak,High,Admin Block,269
1097,20240202,1173,187,Environmental Release,High,Utilities Area,416
1098,20190405,1991,153,Medical Treatment Case,Medium,Control Room,58
1099,20190527,2523,68,Lost Time Injury,High,Marine Jetty,472
1100,20230702,1768,113,Environmental Release,High,Utilities Area,423
1101,20201220,423,12,Lost Time Injury,High,Storage Area,27
1102,20200725,2275,102,Environmental Release,High,Flare Area,153
1103,20230515,2075,109,Spill,Medium,Storage Area,262
1104,20240815,1400,271,Contractor Incident,Medium,Process Area A,329
1105,20240503,2777,169,Environmental Release,High,Flare Area,143
1106,20231215,2398,272,Spill,Medium,Workshop,254
1107,20191221,1747,320,Fire,Critical,Marine Jetty,276
1108,20230413,1481,36,Spill,Medium,Storage Area,163
1109,20240509,653,269,Medical Treatment Case,Medium,Utilities Area,346
1110,20190218,2826,139,Process Leak,High,Marine Jetty,193
1111,20201012,916,8,Contractor Incident,Medium,Admin Block,328
1112,20240916,2586,66,Fire,Critical,Control Room,130
1113,20220321,2911,36,Process Leak,High,Marine Jetty,340
1114,20240927,1661,143,Medical Treatment Case,Medium,Admin Block,312
1115,20230204,2781,225,Process Leak,High,Admin Block,112
1116,20190928,2111,145,Near Miss,Low,Flare Area,0
1117,20221018,2835,121,Contractor Incident,Medium,Admin Block,427
1118,20201216,307,140,Fire,Critical,Control Room,148
1119,20230520,234,333,First Aid Case,Low,Storage Area,0
1120,20210210,2510,119,Medical Treatment Case,Medium,Flare Area,106
1121,20190628,1511,172,Equipment Damage,Medium,Process Area B,173
1122,20240115,674,320,Process Leak,High,Utilities Area,141
1123,20200215,1807,130,First Aid Case,Low,Flare Area,0
1124,20231005,520,91,Lost Time Injury,High,Control Room,89
1125,20221123,415,137,Fire,Critical,Workshop,40
1126,20191108,1630,113,Equipment Damage,Medium,Utilities Area,175
1127,20220717,2355,205,Lost Time Injury,High,Process Area A,101
1128,20240717,1783,316,Contractor Incident,Medium,Control Room,1
1129,20230809,1938,195,Spill,Medium,Admin Block,406
1130,20230314,2643,259,Near Miss,Low,Workshop,0
1131,20240221,862,232,Process Leak,High,Storage Area,187
1132,20240109,166,101,Near Miss,Low,Marine Jetty,0
1133,20231013,1618,149,Equipment Damage,Medium,Flare Area,291
1134,20210301,1929,257,Equipment Damage,Medium,Control Room,329
1135,20210821,539,265,Near Miss,Low,Marine Jetty,0
1136,20200826,2428,71,Environmental Release,High,Flare Area,85
1137,20210510,1997,123,Spill,Medium,Utilities Area,61
1138,20220530,607,157,First Aid Case,Low,Workshop,0
1139,20200720,630,24,Medical Treatment Case,Medium,Process Area A,465
1140,20220224,2498,219,Environmental Release,High,Process Area B,66
1141,20200828,2053,76,Equipment Damage,Medium,Process Area A,79
1142,20240911,1140,329,Environmental Release,High,Storage Area,60
1143,20241101,401,245,Environmental Release,High,Control Room,466
1144,20240925,1498,137,Fire,Critical,Storage Area,297
1145,20220510,2383,110,Environmental Release,High,Marine Jetty,438
1146,20241209,162,85,Spill,Medium,Storage Area,371
1147,20200725,2307,15,Near Miss,Low,Marine Jetty,0
1148,20220303,1738,302,Near Miss,Low,Process Area B,0
1149,20210522,1458,205,Lost Time Injury,High,Control Room,448
1150,20220709,2704,98,Contractor Incident,Medium,Admin Block,101
1151,20191107,2306,48,Contractor Incident,Medium,Process Area A,433
1152,20240919,29,239,Contractor Incident,Medium,Admin Block,76
1153,20201227,176,131,Lost Time Injury,High,Marine Jetty,453
1154,20210703,2545,226,Medical Treatment Case,Medium,Storage Area,85
1155,20191016,2042,143,Process Leak,High,Utilities Area,289
1156,20201016,2881,273,Contractor Incident,Medium,Process Area B,172
1157,20231017,60,95,Near Miss,Low,Flare Area,0
1158,20191123,1111,235,Process Leak,High,Utilities Area,376
1159,20230422,2772,124,Environmental Release,High,Marine Jetty,19
1160,20200226,1708,78,Environmental Release,High,Flare Area,381
1161,20230722,2218,249,Environmental Release,High,Storage Area,286
1162,20230129,1000,315,Equipment Damage,Medium,Process Area B,61
1163,20240906,1590,231,Fire,Critical,Process Area B,256
1164,20220905,2007,216,Process Leak,High,Workshop,244
1165,20241021,1999,54,Environmental Release,High,Admin Block,97
1166,20221028,2584,185,Contractor Incident,Medium,Process Area A,218
1167,20240617,635,143,Lost Time Injury,High,Storage Area,106
1168,20200420,1769,190,First Aid Case,Low,Flare Area,0
1169,20211215,2462,133,Lost Time Injury,High,Workshop,278
1170,20190504,2180,314,Environmental Release,High,Storage Area,392
1171,20240328,190,16,Environmental Release,High,Admin Block,143
1172,20230615,2079,202,Medical Treatment Case,Medium,Flare Area,23
1173,20230121,2098,13,Near Miss,Low,Process Area A,0
1174,20231109,875,306,First Aid Case,Low,Storage Area,0
1175,20210214,1277,159,Near Miss,Low,Control Room,0
1176,20240130,2097,123,Near Miss,Low,Workshop,0
1177,20241203,777,32,Lost Time Injury,High,Process Area A,265
1178,20240904,597,333,Environmental Release,High,Admin Block,143
1179,20220612,1234,291,Contractor Incident,Medium,Flare Area,238
1180,20240729,2663,164,Environmental Release,High,Workshop,34
1181,20201217,1384,332,Environmental Release,High,Utilities Area,400
1182,20230309,1154,251,Process Leak,High,Workshop,219
1183,20220806,2232,64,Medical Treatment Case,Medium,Marine Jetty,306
1184,20190919,2647,87,Near Miss,Low,Workshop,0
1185,20191126,2480,150,First Aid Case,Low,Utilities Area,0
1186,20210713,2880,288,Medical Treatment Case,Medium,Admin Block,146
1187,20201128,2079,252,Contractor Incident,Medium,Process Area B,113
1188,20230223,1977,28,Process Leak,High,Storage Area,256
1189,20230323,1770,49,First Aid Case,Low,Workshop,0
1190,20200427,2513,279,Lost Time Injury,High,Process Area A,173
1191,20231021,1876,114,Spill,Medium,Storage Area,67
1192,20230523,1330,178,Lost Time Injury,High,Utilities Area,189
1193,20241201,65,144,Environmental Release,High,Admin Block,166
1194,20240304,1432,135,Spill,Medium,Storage Area,37
1195,20230909,282,43,Environmental Release,High,Flare Area,269
1196,20190722,977,187,Near Miss,Low,Admin Block,0
1197,20230315,43,17,Medical Treatment Case,Medium,Process Area A,29
1198,20230203,322,19,Near Miss,Low,Admin Block,0
1199,20230127,2010,204,First Aid Case,Low,Workshop,0
1200,20190103,1684,36,Fire,Critical,Storage Area,436
1201,20230418,334,121,Environmental Release,High,Process Area A,260
1202,20230404,440,303,Process Leak,High,Process Area A,266
1203,20230127,1607,95,Medical Treatment Case,Medium,Storage Area,282
1204,20230409,548,73,First Aid Case,Low,Utilities Area,0
1205,20230816,748,277,Environmental Release,High,Workshop,48
1206,20231217,1733,50,First Aid Case,Low,Control Room,0
1207,20200401,546,266,Equipment Damage,Medium,Workshop,417
1208,20190307,2021,316,Fire,Critical,Admin Block,210
1209,20220623,1109,101,Near Miss,Low,Admin Block,0
1210,20200916,2691,192,Medical Treatment Case,Medium,Marine Jetty,362
1211,20231102,2042,178,Contractor Incident,Medium,Flare Area,309
1212,20190925,994,148,Contractor Incident,Medium,Admin Block,239
1213,20230305,755,197,Environmental Release,High,Admin Block,74
1214,20190512,41,146,Fire,Critical,Marine Jetty,34
1215,20240630,1874,290,Spill,Medium,Storage Area,455
1216,20211227,1028,155,Near Miss,Low,Control Room,0
1217,20230720,1898,254,Environmental Release,High,Process Area A,369
1218,20221213,1023,33,Medical Treatment Case,Medium,Process Area B,226
1219,20220325,2687,117,Environmental Release,High,Process Area A,211
1220,20220418,270,77,Environmental Release,High,Process Area B,176
1221,20191204,1155,183,First Aid Case,Low,Utilities Area,0
1222,20210620,1902,57,First Aid Case,Low,Process Area A,0
1223,20200803,792,175,Fire,Critical,Flare Area,255
1224,20201029,2891,330,Near Miss,Low,Workshop,0
1225,20240513,2849,114,Environmental Release,High,Utilities Area,130
1226,20221202,701,81,Environmental Release,High,Flare Area,279
1227,20210706,1949,53,Spill,Medium,Process Area B,266
1228,20230820,2670,179,Lost Time Injury,High,Storage Area,124
1229,20200712,2867,100,Lost Time Injury,High,Process Area A,210
1230,20210306,1124,39,Medical Treatment Case,Medium,Control Room,308
1231,20240712,2853,262,Near Miss,Low,Marine Jetty,0
1232,20190528,1465,191,First Aid Case,Low,Admin Block,0
1233,20221011,2239,152,Spill,Medium,Process Area A,456
1234,20210409,1149,14,Environmental Release,High,Process Area A,82
1235,20240924,478,202,Process Leak,High,Marine Jetty,347
1236,20230225,980,67,Equipment Damage,Medium,Utilities Area,214
1237,20190317,1731,156,Environmental Release,High,Utilities Area,439
1238,20200211,1029,268,Contractor Incident,Medium,Workshop,463
1239,20190324,2402,188,Process Leak,High,Storage Area,246
1240,20240129,1399,228,Fire,Critical,Workshop,32
1241,20240202,1849,182,Equipment Damage,Medium,Admin Block,58
1242,20200824,710,100,Equipment Damage,Medium,Storage Area,317
1243,20241029,2961,40,Near Miss,Low,Control Room,0
1244,20190708,116,25,First Aid Case,Low,Admin Block,0
1245,20200314,728,334,Equipment Damage,Medium,Admin Block,48
1246,20191227,1530,320,Medical Treatment Case,Medium,Process Area A,163
1247,20211103,568,91,Lost Time Injury,High,Marine Jetty,365
1248,20200304,1159,77,Lost Time Injury,High,Control Room,46
1249,20240512,339,318,Near Miss,Low,Flare Area,0
1250,20200913,2856,167,Contractor Incident,Medium,Admin Block,140
1251,20221004,244,71,Fire,Critical,Process Area B,431
1252,20220502,1840,114,Fire,Critical,Process Area B,347
1253,20230517,2810,45,Lost Time Injury,High,Admin Block,31
1254,20190223,836,133,Medical Treatment Case,Medium,Admin Block,221
